"Customer_id","Date","Total"
860,2007-10-18,65
1710,2007-12-31,78
5070,2006-10-29,19.5
5340,2008-12-30,39
6970,2013-05-12,130
8170,2013-10-18,130
88320,2008-11-27,52
88820,2008-11-28,65
77630,2010-11-12,52
80690,2015-04-19,59.8
82550,2008-09-18,32.5
65580,2008-03-12,13
68370,2009-12-18,26
74110,2008-05-28,32.5
57390,2012-03-22,26
58900,2010-12-16,26
59250,2007-12-31,26
62680,2008-01-25,26
128790,2010-10-23,13
112510,2009-12-11,39
113160,2012-10-20,260
116610,2010-01-24,52
119280,2014-09-04,65
103890,2011-05-14,39
108330,2015-06-13,39
109190,2010-11-12,26
96320,2009-12-31,39
96580,2009-04-24,26
96750,2011-03-19,39
98770,2010-04-08,26
99930,2009-06-19,26
102970,2009-07-31,26
173180,2013-05-17,39
173530,2013-05-24,39
183290,2014-11-22,26
186760,2013-12-07,26
190150,2015-05-13,50.7
191300,2013-12-31,65
194390,2014-02-28,58.5
196700,2014-05-09,39
157360,2013-09-28,19.5
160360,2014-12-31,78
162600,2013-11-23,39
165910,2014-11-22,52
166380,2012-11-28,26
168220,2012-12-22,65
171560,2013-03-15,39
150180,2014-03-29,39
152420,2013-12-31,390
155060,2013-12-08,13
134250,2013-12-26,65
136140,2012-07-15,39
136140,2013-09-08,39
137060,2011-03-03,32.5
140240,2011-05-07,52
247530,2016-06-19,130
232470,2015-12-18,39
214750,2015-12-23,39
132750,2015-12-27,130
192160,2015-12-30,65
226520,2015-10-03,13
108900,2015-11-04,260
210230,2015-11-28,65
231860,2015-12-05,39
231790,2015-12-05,39
106570,2015-12-12,130
55220,2015-12-12,65
198160,2014-05-18,39
209240,2014-10-30,39
209520,2014-10-31,58.5
212910,2014-12-18,26
220470,2015-04-22,39
223930,2015-07-02,65
85110,2016-12-30,39
253840,2016-10-29,39
90680,2016-12-01,130
233740,2016-12-04,65
158120,2016-12-14,19.5
39320,2016-12-21,19.5
192450,2016-12-18,130
144520,2016-12-28,260
100630,2016-12-28,65
149090,2016-12-30,32.5
250890,2016-09-24,260
34250,2009-04-30,78
34790,2011-03-12,39
35220,2008-11-15,39
45540,2008-10-22,45.5
45600,2012-12-06,52
46340,2007-12-31,78
46470,2011-11-17,65
46880,2009-12-04,13
47070,2008-12-04,130
47440,2011-12-22,32.5
48760,2010-04-04,39
13950,2012-10-20,26
9720,2013-12-07,65
13290,2007-12-31,39
13630,2008-12-20,65
5540,2006-01-02,130
7740,2008-04-17,130
76170,2014-04-03,390
80810,2008-08-21,65
81680,2013-11-18,39
67800,2010-03-06,39
67980,2012-12-23,52
68120,2008-07-24,78
71650,2008-05-08,52
72180,2008-05-10,26
73310,2008-05-17,39
57800,2010-11-04,39
59810,2007-12-31,52
60180,2007-12-31,26
60270,2008-09-27,19.5
62550,2010-12-12,39
63560,2008-01-30,26
63610,2008-01-30,19.5
63910,2008-01-31,26
52990,2012-12-21,78
53000,2007-12-01,39
54340,2014-10-31,78
55190,2010-10-28,39
55260,2010-04-29,65
55920,2007-12-15,26
57150,2007-12-26,39
114570,2009-12-28,65
115930,2010-01-09,32.5
119110,2010-04-15,39
121750,2010-06-03,13
121920,2013-06-21,78
122100,2013-07-07,130
122200,2010-06-05,130
104510,2013-12-31,84.5
109010,2009-10-30,650
109150,2009-11-02,78
109280,2009-11-02,39
112340,2009-12-11,26
99970,2010-04-08,65
100700,2013-06-03,104
101000,2010-11-18,39
102430,2009-07-24,13
90530,2013-12-31,130
105870,2008-12-30,65
94350,2013-12-31,130
94560,2013-02-27,58.5
162170,2014-12-20,26
162800,2012-11-09,65
166990,2008-05-17,78
169110,2012-12-30,39
174200,2013-12-27,26
174780,2013-06-21,65
146940,2011-09-15,13
135410,2011-01-13,26
137820,2012-06-21,39
140530,2014-09-25,39
141310,2014-11-05,39
141740,2012-12-01,52
142000,2014-12-31,52
142170,2013-03-09,130
143820,2011-07-28,78
144290,2012-10-13,39
145900,2015-02-19,65
124890,2013-07-07,52
127600,2010-10-07,130
130820,2010-11-18,39
130880,2012-04-28,65
131120,2011-12-15,130
132890,2010-12-16,52
189680,2016-05-29,351
233700,2015-12-30,130
156720,2016-02-05,32.5
117290,2016-03-17,26
199860,2015-11-29,13
175160,2015-12-05,39
203800,2015-12-09,39
213240,2015-12-19,585
200580,2015-03-21,78
204000,2014-10-16,39
210820,2014-11-13,39
177710,2013-07-15,32.5
178580,2014-12-31,39
179420,2013-08-23,13
179570,2013-08-23,6.5
198340,2014-05-18,130
263160,2016-12-30,19.5
156840,2016-12-16,143
221360,2016-12-30,42.9
188780,2016-09-08,39
85750,2016-09-29,52
252550,2016-10-21,39
254170,2016-10-29,26
25250,2013-12-21,52
31210,2007-12-31,195
37150,2013-03-03,26
38270,2009-12-31,26
42640,2010-11-18,130
47180,2008-11-13,39
48810,2007-12-31,65
13820,2010-04-29,650
16120,2007-10-31,52
18980,2007-12-31,39
19640,2012-12-22,78
11080,2012-12-22,130
11250,2008-11-08,130
12120,2007-12-14,91
12660,2008-11-08,130
3060,2009-05-15,78
6540,2014-07-31,195
7790,2014-05-09,26
76530,2009-06-14,39
76780,2008-07-03,13
82280,2009-07-05,39
82430,2009-12-31,78
83890,2011-11-13,52
70420,2013-03-01,91
73040,2010-07-24,65
74170,2008-05-28,26
60350,2013-06-23,13
60760,2007-12-31,78
61210,2010-10-09,19.5
62320,2010-05-06,65
49040,2008-06-13,39
49190,2009-05-09,39
49520,2009-07-10,26
52680,2007-11-29,19.5
52680,2008-10-22,39
52790,2015-02-07,91
56420,2011-10-15,130
56800,2012-12-06,52
112980,2014-11-26,39
114560,2013-03-22,65
115870,2010-11-04,195
116040,2013-03-29,19.5
116490,2010-01-22,19.5
116890,2011-05-19,39
122550,2015-07-30,39
103810,2009-12-31,39
107870,2009-10-23,39
108530,2009-10-25,65
111010,2012-12-16,65
97190,2009-04-26,39
97500,2011-04-23,26
97600,2009-04-30,26
100560,2009-07-02,52
100990,2011-12-01,45.5
101060,2013-02-23,65
101840,2009-07-17,13
102610,2009-07-26,39
86520,2009-01-21,65
86940,2008-11-15,65
91220,2010-12-31,130
93660,2013-12-20,26
168590,2014-12-20,45.5
146410,2015-05-23,19.5
149980,2014-09-25,84.5
152350,2011-12-31,650
152770,2013-06-28,39
134510,2010-12-31,13
137660,2014-11-09,78
141240,2013-12-13,520
141580,2011-06-09,13
142480,2011-06-25,65
143030,2013-12-30,91
122900,2010-09-25,13
123850,2014-06-05,78
124170,2010-07-10,52
126620,2010-09-09,65
131020,2010-11-19,39
190160,2015-12-30,58.5
86900,2016-02-12,130
16020,2016-03-23,65
6630,2016-03-25,39
55950,2015-10-22,39
165460,2015-11-25,26
24260,2015-11-26,195
201490,2014-07-11,65
208590,2014-10-25,39
218730,2015-04-03,58.5
176260,2014-11-13,23.4
177080,2013-07-07,39
177340,2013-07-25,26
178110,2013-07-21,26
183860,2013-11-18,78
189650,2013-12-22,130
196830,2014-05-10,130
197280,2014-05-15,39
260490,2016-12-02,39
203120,2016-12-23,52
216040,2016-12-28,65
133390,2016-08-13,13
252480,2016-10-19,130
60190,2016-05-01,65
222210,2016-07-07,39
20510,2007-11-23,39
25980,2013-12-21,520
13840,2006-07-19,39
226560,2012-12-30,234
16720,2006-10-14,26
17200,2013-12-07,13
10600,2012-12-16,78
12840,2007-04-12,130
13440,2012-12-30,130
2540,2006-07-13,130
2640,2012-10-25,52
3830,2007-11-08,39
5010,2007-12-31,39
76960,2008-07-03,45.5
77960,2008-07-10,39
78340,2011-05-07,52
78350,2008-07-19,52
78410,2012-12-23,52
79450,2008-07-31,13
81180,2009-09-11,78
81490,2011-12-31,65
81900,2008-09-05,65
82150,2014-12-27,39
83850,2010-03-13,39
67090,2012-07-07,58.5
67580,2008-10-02,19.5
69000,2008-04-17,19.5
70230,2008-04-20,39
71280,2011-03-12,65
72670,2008-05-14,26
58760,2009-12-27,78
58910,2013-11-23,78
58970,2007-12-31,52
61310,2007-12-31,52
61440,2009-01-10,26
61620,2012-06-21,13
62720,2010-12-11,19.5
63030,2011-12-31,195
52820,2008-11-27,78
55340,2011-03-10,39
55860,2008-10-22,78
57050,2012-12-01,39
57260,2007-12-26,52
113330,2010-06-03,13
113780,2011-12-17,39
114640,2009-12-31,39
116200,2010-01-15,32.5
104310,2012-06-07,39
105650,2015-05-07,39
106890,2012-03-22,65
107570,2009-10-18,26
108120,2009-10-23,78
109280,2010-12-31,65
109550,2015-02-11,65
110600,2014-01-25,52
95190,2013-12-07,91
95980,2015-06-18,52
96860,2015-02-07,39
101150,2012-12-21,78
103740,2009-08-09,78
103910,2009-08-13,130
85780,2014-11-27,52
89270,2014-12-12,130
89320,2010-10-28,130
94010,2009-03-22,65
94430,2014-03-15,97.5
159680,2013-11-21,13
164160,2012-11-15,39
164280,2014-11-05,130
165450,2012-11-22,78
167620,2014-12-31,117
168040,2014-12-31,65
168450,2013-04-12,78
169530,2014-12-31,65
171100,2014-05-21,39
171340,2013-12-29,65
149720,2015-04-30,65
151410,2011-12-24,39
152610,2015-04-23,39
152800,2012-01-21,39
156220,2012-06-09,65
136270,2011-02-10,13
136910,2011-12-31,39
140860,2011-05-22,130
140900,2011-05-22,52
141740,2011-06-09,52
145640,2011-08-20,26
146130,2012-10-11,65
130900,2015-06-11,26
131990,2013-02-21,65
132350,2010-12-09,195
132980,2010-12-16,26
62520,2015-12-23,130
150640,2016-01-27,65
198060,2016-03-06,52
227260,2015-10-25,39
95350,2015-10-29,182
153040,2015-11-07,65
38330,2016-06-04,156
55040,2015-12-05,195
15180,2015-12-09,455
196760,2014-05-09,19.5
201060,2014-06-27,260
207390,2014-10-25,58.5
217690,2015-03-19,78
220540,2015-04-23,65
220950,2015-04-30,39
221660,2015-05-15,19.5
176320,2013-12-30,104
176910,2013-07-05,39
181060,2014-12-31,195
188130,2014-08-21,39
189320,2014-11-19,130
190180,2013-12-26,78
190470,2014-04-18,19.5
193370,2014-01-31,58.5
234430,2016-12-30,65
16700,2016-12-30,32.5
263360,2016-12-30,26
65170,2016-12-30,39
259080,2016-11-12,65
207590,2016-11-13,65
1920,2016-11-27,52
48640,2016-11-27,130
13660,2016-12-02,169
58280,2016-11-30,52
152170,2016-12-15,195
169680,2016-12-23,52
223800,2016-12-22,39
251550,2016-10-09,39
70940,2016-03-19,39
246220,2016-05-08,130
210990,2016-06-16,39
25760,2006-12-28,65
25760,2013-11-29,65
39610,2008-12-04,39
48120,2012-12-22,130
226560,2010-12-31,136.5
15230,2010-05-29,39
16800,2009-12-31,19.5
19230,2010-01-24,39
19730,2007-03-24,39
20170,2010-05-29,208
8960,2009-04-24,39
9540,2011-03-12,39
10170,2007-11-21,39
10870,2011-03-12,39
11090,2007-03-17,26
11210,2009-11-02,104
13630,2014-12-31,78
4910,2008-11-07,39
76430,2010-02-26,26
80550,2014-11-27,39
81460,2008-09-04,26
83150,2013-03-08,19.5
83310,2010-04-03,39
83350,2010-04-03,78
83630,2009-07-12,39
84300,2008-10-16,13
66090,2008-03-19,52
66580,2009-04-11,39
67440,2008-09-27,39
67780,2008-03-30,65
69640,2010-11-18,97.5
70590,2014-01-25,19.5
70600,2008-04-25,52
72250,2013-12-01,39
72830,2008-05-14,13
72870,2008-05-14,26
57840,2008-06-21,13
59230,2013-03-04,13
60570,2008-12-30,39
60820,2009-01-15,39
61180,2010-12-31,130
62810,2013-03-29,39
49000,2011-12-22,39
53420,2007-12-01,19.5
54330,2014-08-14,52
114560,2009-12-28,390
114810,2009-12-31,13
115360,2011-12-17,65
117460,2014-04-11,39
118110,2014-11-05,130
118550,2012-10-27,39
121260,2012-06-02,26
107180,2015-04-29,650
107900,2011-03-17,65
108830,2012-12-29,26
109340,2010-12-23,65
111100,2011-01-27,26
113230,2010-12-12,39
96800,2009-05-07,19.5
99080,2009-05-30,52
99620,2010-12-02,65
100280,2013-09-08,39
102780,2009-07-30,26
103150,2009-08-02,104
86720,2008-11-13,32.5
87150,2011-12-31,39
89690,2008-12-11,26
91250,2008-12-30,39
159080,2014-11-05,52
164690,2012-11-18,39
164930,2013-05-27,2600
167840,2013-12-23,104
168030,2014-12-20,19.5
169530,2015-04-04,702
175150,2013-06-23,130
147940,2011-10-06,65
147960,2011-10-06,130
136490,2011-02-17,39
139110,2011-04-17,19.5
143240,2011-07-07,39
144280,2011-07-21,26
145050,2012-11-29,65
128980,2010-10-28,39
129950,2012-12-30,39
130860,2012-03-17,65
131140,2013-12-31,13
132240,2011-09-29,104
169990,2016-02-17,91
166370,2015-10-15,117
167180,2016-07-14,78
139330,2016-06-04,39
199960,2015-12-02,13
213300,2014-12-21,39
220000,2015-05-06,39
176960,2013-07-07,26
178370,2013-07-26,78
178620,2015-06-04,13
192550,2015-03-29,65
199570,2015-02-27,26
257280,2016-11-03,130
253420,2016-11-04,260
225620,2016-12-01,39
52050,2016-12-08,65
88610,2016-12-09,117
262220,2016-12-25,130
165340,2016-12-30,26
10640,2016-08-03,39
165380,2016-03-26,39
173190,2016-07-02,26
226560,2008-12-30,97.5
14890,2009-02-20,39
19670,2009-10-16,65
10350,2010-10-07,39
10680,2012-10-25,39
2120,2014-12-31,650
3940,2012-03-22,104
4580,2008-12-26,65
5850,2014-02-21,65
6650,2010-03-17,39
65850,2015-07-04,26
66510,2011-04-28,45.5
67300,2009-12-31,195
67320,2014-12-27,195
68490,2008-04-11,45.5
70310,2010-12-19,65
71970,2009-06-21,26
74070,2015-04-09,39
58850,2009-12-31,39
58920,2011-10-27,65
59450,2010-01-09,26
60020,2008-06-08,65
49010,2007-06-01,26
49040,2007-06-02,39
49470,2007-07-04,65
51170,2007-11-18,19.5
52180,2011-10-13,39
52530,2007-11-29,52
53060,2008-06-13,65
54990,2014-11-27,78
55480,2008-11-12,39
20510,2010-03-13,39
41980,2013-04-21,71.5
95780,2012-12-16,58.5
96480,2009-10-09,39
97280,2014-10-30,65
103000,2009-10-15,39
85470,2008-11-02,19.5
85670,2012-07-19,39
85930,2010-10-09,65
87320,2008-11-20,19.5
88530,2012-11-08,117
88580,2011-03-10,39
90710,2013-10-27,390
93070,2009-01-23,130
78030,2008-07-12,26
78810,2008-08-15,13
79650,2011-03-12,65
80550,2011-12-08,39
81210,2009-12-21,39
81940,2008-09-06,195
136960,2014-07-18,32.5
122990,2010-06-19,39
124150,2011-03-17,130
128780,2010-10-23,65
132680,2013-01-31,19.5
113210,2010-12-02,130
114560,2014-11-05,65
117690,2010-02-25,13
119430,2015-02-04,6.5
121270,2010-05-29,52
105170,2009-09-17,6.5
105770,2011-12-21,292.5
110470,2010-11-18,13
111340,2009-11-26,26
198900,2014-05-21,39
206530,2014-10-23,39
207570,2014-10-25,39
211900,2014-11-30,58.5
212120,2015-04-04,39
212700,2014-12-14,65
159770,2015-09-19,39
174170,2013-06-15,357.942
178240,2013-07-25,65
182840,2014-03-28,39
186020,2013-12-01,39
188520,2013-12-14,156
193560,2014-02-02,26
194480,2015-06-11,52
195210,2014-03-27,65
157940,2012-07-19,65
163300,2012-11-14,39
165930,2014-04-30,78
169020,2015-02-07,52
171150,2013-03-02,26
146970,2011-09-17,130
150280,2013-12-01,19.5
151350,2014-12-04,78
152670,2012-01-14,39
152900,2012-01-25,26
153560,2012-02-09,19.5
154660,2012-03-25,39
249560,2016-08-29,130
205410,2016-09-25,39
253870,2016-10-29,39
254000,2016-10-29,78
113150,2016-03-13,65
181500,2016-04-03,39
40410,2016-07-27,65
13660,2016-06-19,162.5
127100,2016-06-22,208
182440,2016-07-14,65
189310,2015-12-17,39
132160,2016-05-27,65
19540,2015-12-31,325
14650,2016-02-05,104
218250,2016-02-21,39
15600,2016-03-11,169
96970,2016-03-12,26
75590,2015-10-16,65
203200,2015-11-21,39
231190,2016-10-30,52
142810,2016-12-10,26
227260,2016-12-16,65
138100,2016-12-18,78
261580,2016-12-18,130
194650,2016-12-18,65
150960,2016-12-22,65
212050,2016-12-28,78
51620,2016-12-30,91
15720,2013-05-24,39
16040,2013-12-20,26
16380,2010-12-12,26
16530,2011-09-10,65
17050,2009-07-19,13
17140,2015-07-09,104
17930,2006-10-25,39
18080,2007-11-21,65
18240,2009-12-31,39
19190,2007-03-08,65
9090,2006-05-06,260
9210,2006-10-29,198.9
9300,2006-11-25,26
13130,2006-11-04,39
3320,2012-09-13,130
3610,2013-12-20,149.5
66780,2011-04-20,19.5
67260,2008-11-22,65
67290,2010-12-19,26
68280,2009-11-02,39
68880,2008-04-17,32.5
69910,2008-04-19,26
70000,2009-11-29,39
74070,2008-05-23,26
59850,2007-12-31,52
60030,2012-07-05,45.5
60030,2015-05-07,52
61610,2011-12-26,39
49730,2013-12-21,78
51450,2007-11-29,6.5
51450,2009-07-10,6.5
53000,2014-03-08,130
54790,2014-04-18,26
56240,2008-11-20,26
40550,2012-11-29,39
46860,2010-11-04,39
46950,2009-01-23,65
47030,2007-10-31,39
47230,2008-12-06,65
47590,2007-11-21,39
105800,2009-12-21,130
105800,2010-02-18,130
107150,2009-10-18,78
108480,2014-04-18,26
110580,2011-12-01,39
110700,2009-11-20,65
110850,2009-11-20,52
111530,2011-04-16,39
111530,2011-12-08,39
94800,2009-12-31,19.5
95100,2012-11-29,39
96380,2014-12-31,19.5
97000,2015-03-29,39
98890,2009-05-29,19.5
101970,2013-03-22,52
102210,2009-07-23,52
85230,2008-10-29,26
86240,2012-12-01,39
87160,2015-06-25,260
89290,2009-12-04,19.5
90500,2013-12-27,39
91960,2008-12-30,260
74960,2008-06-05,52
75200,2011-04-30,130
78990,2008-07-24,32.5
81580,2008-09-04,39
83740,2008-10-04,65
84330,2011-04-07,39
145290,2012-10-25,39
146850,2013-01-17,26
147990,2011-10-08,26
148190,2011-10-13,39
155320,2012-05-10,26
134480,2013-12-23,39
134770,2011-12-31,78
134790,2010-12-31,19.5
142270,2011-06-19,26
144560,2011-07-23,32.5
122190,2013-03-29,78
129730,2013-06-10,65
130440,2012-12-30,149.5
112660,2009-12-18,32.5
112820,2014-12-31,26
113300,2009-12-19,52
113830,2009-12-20,13
114300,2009-12-27,26
115770,2013-12-31,26
116290,2010-01-17,52
116310,2010-11-12,26
57820,2015-10-15,52
227170,2015-10-24,39
171490,2015-11-14,260
230780,2015-11-18,130
132180,2015-11-22,65
196980,2015-12-02,52
190130,2015-12-13,104
213070,2014-12-20,39
218280,2015-04-03,39
219210,2015-04-05,58.5
225190,2015-08-05,39
176690,2015-04-16,97.5
181920,2014-12-31,520
182020,2013-10-18,13
183110,2013-10-31,65
183420,2013-11-10,39
184440,2013-11-23,39
191970,2013-12-31,39
194310,2014-02-27,65
196380,2015-07-11,13
159190,2012-08-23,65
159440,2012-12-27,292.5
122530,2013-09-26,104
167160,2012-12-06,26
169310,2014-12-31,91
170310,2013-05-05,19.5
256990,2016-11-03,13
257390,2016-11-04,78
258080,2016-11-05,39
185210,2016-11-17,58.5
13390,2016-11-30,117
139950,2016-12-09,208
13590,2016-12-16,71.5
182410,2016-12-23,13
93140,2016-12-28,130
208390,2016-09-18,26
252830,2016-10-22,65
159330,2016-06-17,26
227320,2016-07-22,195
236030,2016-03-12,39
59730,2016-03-16,65
77040,2016-03-17,39
189750,2016-12-30,39
263350,2016-12-30,260
32800,2010-10-31,130
37040,2015-03-29,520
44420,2013-03-31,39
47710,2006-12-31,39
48320,2008-12-27,39
48340,2010-02-11,39
14630,2007-10-31,91
18130,2007-03-08,39
19150,2013-03-10,32.5
8960,2011-03-12,39
9160,2006-01-30,65
9250,2014-01-31,39
9540,2012-09-20,58.5
9660,2011-02-05,78
9780,2007-12-31,39
10930,2014-01-25,71.5
11640,2013-12-31,39
12010,2010-04-09,104
12320,2013-12-31,260
12340,2013-12-07,39
12660,2012-11-29,65
13270,2010-12-09,52
13300,2006-12-15,39
1920,2006-07-13,32.5
3610,2010-12-31,130
6300,2011-11-26,26
8900,2013-02-09,130
67170,2014-07-10,65
67230,2008-03-27,39
69450,2008-04-18,45.5
70310,2012-12-30,65
70440,2010-09-30,65
71970,2010-10-21,26
73370,2012-08-18,78
73690,2010-10-02,39
57550,2011-10-22,78
58710,2011-11-26,26
59800,2007-12-31,13
61890,2011-12-08,39
63450,2008-01-27,19.5
64730,2008-02-14,130
64770,2009-11-20,39
51050,2008-12-30,78
52740,2008-04-24,39
53040,2010-09-30,130
55500,2014-11-22,78
55750,2015-02-14,117
55810,2010-12-16,9.1
56500,2010-11-04,39
95260,2013-04-05,32.5
95830,2014-02-14,26
96950,2012-03-29,130
98700,2011-10-22,26
99210,2009-06-07,130
102750,2009-07-30,13
85500,2008-11-02,65
89130,2009-12-31,39
89430,2008-12-04,195
91720,2013-12-31,39
93510,2012-12-22,84.5
77540,2008-07-09,52
80340,2008-08-15,39
80380,2010-07-10,39
80550,2010-12-23,39
81390,2010-04-29,39
82520,2011-06-03,26
83850,2014-10-25,39
85090,2010-04-22,32.5
136760,2011-02-24,26
138320,2011-04-07,6.5
138550,2014-12-07,130
139800,2011-12-10,39
122900,2011-10-22,13
125490,2010-08-14,32.5
128300,2013-07-07,19.5
112800,2009-12-18,26
114390,2012-11-22,52
114950,2009-12-31,39
118900,2013-05-24,71.5
103420,2009-08-02,650
104390,2011-10-22,65
107770,2006-10-18,52
107900,2011-12-03,39
108000,2011-03-17,65
110230,2009-11-13,39
111720,2011-12-08,65
205740,2014-10-19,78
206460,2014-10-23,78
210120,2014-11-08,26
210680,2014-11-13,19.5
211270,2014-12-12,78
214390,2014-12-31,39
175630,2015-03-21,130
176460,2013-06-30,39
183830,2013-11-18,65
190340,2013-12-27,39
192410,2014-01-11,39
163080,2012-11-11,39
163900,2012-11-15,78
166400,2013-12-01,32.5
170250,2012-12-30,65
148970,2011-11-13,455
151810,2011-12-31,130
153040,2012-01-26,39
153040,2014-07-06,78
129420,2016-10-20,130
254740,2016-10-30,39
140200,2016-04-02,65
190470,2016-06-26,52
67090,2016-07-23,78
59480,2016-05-27,26
1410,2015-12-29,390
80580,2015-10-01,65
157600,2016-06-09,39
229280,2015-11-07,130
229380,2015-11-08,39
231410,2015-11-26,39
5560,2015-12-05,78
75670,2015-12-09,26
113790,2016-11-06,26
260680,2016-12-07,19.5
60160,2016-12-28,39
235330,2016-12-28,39
109480,2016-12-30,78
15980,2008-04-24,195
17130,2006-04-23,38.961
17710,2010-03-12,13
18530,2006-05-05,39
18760,2008-05-23,78
18970,2007-12-19,39
19010,2007-05-02,65
9510,2006-07-12,195
9970,2015-02-12,65
11600,2014-09-04,78
11620,2011-06-25,65
11710,2011-10-22,52
11740,2011-03-10,39
12140,2011-11-24,130
12670,2010-11-26,325
410,2013-07-26,39
3720,2007-12-31,39
3720,2008-12-30,39
7600,2008-07-25,260
58920,2009-11-05,65
60490,2010-11-27,52
49150,2013-01-24,26
49730,2012-11-29,78
51080,2008-04-25,78
52180,2009-10-18,39
53080,2009-04-11,52
54820,2010-02-20,39
56720,2007-12-23,97.5
57200,2010-12-31,39
23790,2008-04-26,39
26410,2015-02-07,195
40220,2006-11-23,39
41590,2010-12-24,130
44050,2013-01-26,26
47180,2009-10-04,39
89050,2014-07-13,65
91250,2014-12-20,39
91790,2012-12-23,52
76510,2008-06-27,26
81510,2009-06-12,39
82460,2008-09-13,78
82990,2008-09-20,26
84260,2013-12-23,260
66880,2010-12-09,19.5
70940,2009-12-18,468
70940,2011-02-10,468
72130,2008-05-10,19.5
72550,2008-05-11,19.5
73080,2009-12-31,39
128170,2012-10-13,39
128170,2013-03-01,52
130110,2010-11-04,52
115440,2014-12-31,91
117000,2012-09-27,130
121920,2010-06-03,78
95860,2010-12-31,26
97210,2010-04-24,39
101590,2009-07-12,19.5
175630,2014-06-01,130
179340,2014-08-28,39
180590,2013-09-08,26
180880,2013-09-15,65
187530,2013-12-08,39
159160,2013-10-11,58.5
161220,2012-10-27,13
163180,2012-11-11,78
167960,2013-05-11,52
169510,2012-12-30,13
170410,2012-12-30,78
147450,2011-09-24,65
148820,2013-07-07,104
151790,2013-09-28,26
156730,2013-04-21,26
157280,2012-07-05,39
137940,2011-11-04,78
139310,2012-06-09,39
146830,2013-09-28,52
60030,2016-04-10,52
212870,2016-04-16,52
246680,2016-05-22,52
156820,2015-12-27,104
74380,2015-12-31,65
145900,2016-02-11,65
235600,2016-02-17,26
99330,2016-03-16,130
189410,2015-10-22,39
228560,2015-11-07,195
231750,2015-12-03,195
232200,2015-12-12,19.5
180130,2015-12-17,130
202820,2015-12-18,65
200800,2014-06-15,39
204420,2014-10-17,78
206190,2014-10-23,19.5
206360,2014-10-23,58.5
208330,2014-10-25,58.5
208970,2014-10-29,26
213690,2014-12-31,26
214030,2014-12-31,65
217920,2015-03-28,39
225110,2015-07-30,65
19010,2015-09-25,130
210340,2016-11-03,65
257220,2016-11-03,39
167020,2016-11-04,52
16640,2016-11-27,130
114920,2016-11-30,39
260870,2016-12-09,26
91730,2016-12-22,130
203470,2016-12-22,52
48130,2016-12-30,260
146740,2016-09-18,39
218470,2016-09-24,58.5
202730,2016-09-24,97.5
254720,2016-10-30,52
15750,2010-05-15,10.4
16860,2012-06-07,26
17970,2007-09-29,97.5
17690,2007-10-31,130
9090,2013-05-12,130
9830,2006-10-06,39
10790,2006-10-25,39
10920,2006-10-06,39
11750,2013-11-08,39
13390,2007-12-16,39
1420,2007-11-08,130
3510,2012-02-25,39
3800,2006-11-23,19.5
4860,2007-03-09,130
58090,2009-11-08,39
58400,2007-12-31,19.5
61550,2009-12-28,39
63060,2008-01-26,65
63320,2008-01-27,39
64580,2008-02-10,97.5
65570,2008-03-12,26
49740,2007-08-26,130
54180,2007-12-06,78
55140,2007-12-13,39
56130,2007-12-19,13
57630,2012-03-22,19.5
28260,2014-12-31,39
38270,2007-10-28,65
44490,2014-04-30,195
48460,2013-04-05,45.5
86430,2010-11-04,52
90100,2012-07-07,52
92540,2009-11-02,39
77020,2012-11-08,65
78460,2008-07-19,130
80520,2013-03-03,52
80640,2011-09-15,97.5
80960,2008-08-23,26
81480,2012-04-19,65
83490,2009-01-28,104
85140,2008-12-27,78
66000,2008-03-19,39
66170,2013-10-18,65
70880,2010-12-23,65
72160,2010-09-23,52
72560,2012-10-11,39
73010,2009-04-18,52
122950,2014-07-06,6.5
123410,2010-06-26,130
125160,2014-06-27,52
128510,2012-07-19,26
129720,2010-10-30,26
130840,2011-10-27,39
130900,2011-12-15,39
130980,2010-11-19,39
131910,2011-12-31,195
132390,2010-12-10,130
133990,2010-12-29,26
112970,2009-12-18,65
113840,2014-12-31,65
117700,2013-12-30,52
118520,2013-03-21,130
118520,2013-09-08,65
118900,2014-03-20,71.5
109940,2013-12-31,65
110550,2014-07-06,130
112600,2009-12-18,65
98250,2009-05-15,65
175080,2015-06-25,39
179970,2013-08-31,19.5
184620,2013-11-23,78
186670,2013-12-07,6.5
193390,2014-07-10,91
161930,2014-12-20,39
164150,2014-06-07,39
166610,2014-12-31,26
166700,2012-11-30,39
166990,2008-07-26,78
170000,2012-12-30,65
147080,2014-09-11,65
149470,2012-12-19,19.5
153450,2011-12-31,65
153860,2012-02-16,26
155850,2012-05-31,52
134260,2014-03-01,52
134830,2011-12-15,39
137760,2013-03-08,325
143690,2013-12-30,52
229020,2016-04-08,97.5
197060,2016-05-15,39
207600,2016-07-14,32.5
89560,2015-12-23,39
171430,2016-01-23,39
187320,2016-03-13,39
219200,2015-10-30,65
144140,2015-12-09,78
168510,2015-12-18,91
188190,2015-12-23,19.5
205830,2014-12-04,13
206610,2014-10-23,39
207280,2014-10-24,58.5
213040,2014-12-20,32.5
219100,2015-04-05,78
220590,2015-04-23,39
220960,2015-04-30,39
222960,2015-06-06,13
71950,2015-09-17,130
253340,2016-11-02,39
89490,2016-12-14,312
180470,2016-12-30,52
165530,2016-10-19,65
14030,2009-02-19,91
15160,2009-06-21,39
15840,2007-12-13,130
